Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Latvia,LVA,33236161492.4427,35383408183.3249,38095719534.1111,41306859112.5973,44910941052.4722,50127489030.0333,56556348567.3593,62446430552.5521,60330298712.0684,50653307387.0883,48798758570.7799,50280457677.5527,53953566012.912,55084481930.2969,56238479570.3269,58366186685.7771,59855508414.6929,61889966845.5272,64557245485.0398,64993249147.5252,62738484400.3599,67097073194.0489,68313330032.2851
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Lebanon,LBN,50097964832.271,52021560996.3529,53802336972.3502,55538591257.3537,59248260701.1235,60839538228.666,61782255999.9562,67534568644.4133,73659365299.9419,81196306155.0343,87671821639.3519,88432234310.6836,90700336595.223,94172230742.894,96511525556.7738,96957718406.6759,98464974044.7293,99354140787.4961,97481607576.9354,90740827788.8486,71322381662.8598,66328931529.5091,65916578510.7246
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Lesotho,LSO,3871876398.45713,4009776444.89645,4038800653.01738,4222960962.8869,4294429263.58341,4443279430.83502,4631234382.0078,4825186499.67611,5091701799.9031,5027864191.47438,5292816081.65889,5537154381.35101,5887882377.05508,5993424173.35662,6095944684.88747,6286386067.74237,6513255914.50827,6308858549.7947,6215447498.18469,6127312836.10058,5627571725.69364,5755132494.46552,5892552408.75934
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Liberia,LBR,5470248902.23688,5629995200.54977,5841852911.78275,4080818597.75469,4187729797.06933,4408892704.61405,4763540064.53089,5217756726.7023,5590601506.20888,5886933603.40207,6246026265.20687,6758248402.48728,7298490239.55171,7932531092.9132,7988169318.67705,7986686317.47471,7862496650.32942,8055533202.30941,8148782050.60971,7947727343.76708,7710687069.05964,8095196890.78495,8484422471.24775
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Libya,LBY,94123526021.8574,92464279918.7403,91577642404.7609,103497422450.823,108115103811.247,120949184548.853,128811517035.241,136836452372.431,136614711311.325,130603415698.489,137169172874.237,68120248021.5859,127266844407.705,104361406654.041,80313610359.1497,79636842700.156,78449504267.8499,103939162010.668,112193353209.168,99632092392.0287,70285163941.3602,90199384483.2022,82756464976.3415
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Lithuania,LTU,55887015719.4516,59510799991.8387,63509829248.78,70211321229.5268,74776487334.4204,80557790112.4408,86515425228.4761,96099545039.7346,98597613785.9617,83967097533.4947,84325804162.7765,89658262251.0122,93587899244.6752,97375321369.926,101048845599.217,103911365964.727,106687794740.951,111608495241.518,117097813759.631,122574890175.863,122627369410.608,130451016133.858,133761243292.582
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Luxembourg,LUX,50431220160.2893,51981654898.4945,53658279980.3451,55063793472.2203,57394033361.6715,58819055322.933,62358030273.3027,67408199871.1639,67205856502.0483,65029089706.6084,67474452435.0478,68179087260.9867,69303975405.5957,71502152313.0506,73377715271.3501,75043231267.4365,78779026229.8699,79816693844.3515,80789916287.0685,83145627376.6557,82389143682.3115,88295128695.0881,89513765603.6297
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Macao SAR, China",MAC,24086084587.6594,24781882829.1859,26989987547.5085,30131878939.8379,38156065681.1085,41237400220.3895,46759377793.699,53528422827.4525,55343917281.8444,56049000907.505,70130084090.6796,85289886682.8236,93172572244.1378,103191299868.647,101077461984.903,79331294199.0349,78792540063.0807,86561580596.8406,92106166061.9549,89745054361.5966,40981042875.8178,50626336573.1949,40698847940.6121
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Madagascar,MDG,28199755602.4776,29886167474.0208,26177900449.2985,28739379768.7847,30250210004.1952,31688863132.9042,33399589086.3793,35306894063.3093,37676916122.7591,36177861416.3771,36401889113.0216,36976466378.8269,38089882549.6347,38966093153.0824,40267250148.2569,41528540449.4672,43186835727.0291,44885506816.5598,46319309928.9423,48362562210.5033,44910601332.5875,47488297274.9472,49387829165.3262
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Malawi,MWI,14024885139.8778,13327152206.8414,13553713798.2879,14327039833.8245,15103636676.8431,15597333179.0836,16330407801.8907,17898126930.6661,19265496648.5876,20869948373.0429,22304562367.9049,23404772824.1141,23849463507.9411,25139802956.7234,26553984750.4548,27297496323.8008,27979933731.6285,29099131081.0006,30365980584.4615,32101950612.2946,32356710546.2459,33831623933.4187,34143252119.5588
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Malaysia,MYS,425660459259.482,427863998400.631,450930096523.964,477032181941.105,509391362925.102,536552819272.496,566518473663.355,602202259558.637,631299287007.657,621744391014.975,667907963161.822,703266428543.889,741759394361.74,776575522140.495,823222254452.927,865136882439.813,903633582498.53,956159294251.201,1002466920504.23,1046707664542.57,989590433102.722,1022398815013.98,1113001976860.61
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Maldives,MDV,3857697941.28984,3705564442.49291,3974899184.84543,4521449796.64994,4784433907.49945,4247468937.63905,5250117887.23018,5624106236.97254,6129140677.72728,5629139894.09722,6013918139.16074,6529473247.04311,6683813506.9326,7149223925.83951,7706941662.2555,8013039474.49744,8539675344.84127,9142110073.69631,9934548745.54932,10659605467.7651,7151654156.25662,9834087308.92595,11193757023.577
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Mali,MLI,20160739948.0275,23260703598.9242,23983252754.304,26170295644.8138,26578551906.3309,28315401474.9585,29635518406.859,30670869860.4036,32134834976.5772,33679338705.5133,35469036966.7056,36608704575.0806,36302386865.7461,37135551435.0793,39766487861.5594,42220795969.0424,44691683273.5249,47062780902.9727,49296608422.4983,51641234391.8185,51003232530.6487,52560164127.7227,54386604450.4188
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Malta,MLT,12412048633.812,12318130059.3095,12655784803.0897,13123322564.5627,13176755451.5882,13556334460.5731,13873027071.751,14571764825.1612,15214398047.1946,15002105076.8203,15931837311.0637,16089875349.9968,16749977015.8654,17803837956.8911,19162471865.066,21006111978.5492,21862682259.7885,24698735494.218,26474351432.2956,27555750861.2498,26598274627.9739,30178483569.7853,31430251703.9092
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Marshall Islands,MHL,191273974.477889,204529345.953496,211965603.768536,208655389.704123,207803334.003862,211525184.76214,211897369.837968,219713256.430352,203088989.710043,210532691.226599,222194490.269204,221077935.04172,218224516.12704,226536649.487195,223683230.572515,227901328.098563,233608165.927923,241920299.288078,255194900.325936,281868164.093596,274052277.501212,277401943.183662,274300400.885097
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Mauritania,MRT,13089701686.8472,12985050329.4907,13164436717.0493,14076504380.9269,14742711250.5554,16005614255.0498,18939955318.5008,18566947529.6403,18505476223.9444,18523588628.0001,19008949158.1785,19802151410.0038,20687310190.2723,21546001790.2847,22467055292.4798,23674960402.4649,23973480163.5376,25476748185.7312,26692542851.2921,27530956928.3359,27431664499.2464,27635403694.625,29513507139.621
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Mauritius,MUS,15811546006.2431,16340843948.4201,16604735286.3198,17588639824.3827,18350231420.9402,18676414678.7802,19585123966.1056,20706767180.5646,21822232972.2558,22545656797.9489,23532526014.0551,24492073720.1938,25348345607.4235,26200152959.3989,27202824905.9734,28206760638.5407,29296237816.3375,30449918917.4069,31669968172.8073,32585637210.0229,27845555062.1668,28793361692.7371,31350179155.4119
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Mexico,MEX,2043114468732.81,2033903184132.76,2029091213228.38,2053146999955.49,2126350745076.58,2171285791082.69,2275616367064.22,2322900578840.47,2344813240147.34,2197201371567.48,2306431603215.18,2385866146860.58,2470640999508.48,2491693369992.73,2554079479194.45,2623098967266.78,2669593219099.54,2719560757103.72,2773192728060.95,2762302663072.74,2531538944018.04,2684658657897.66,2783698698268.24
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Micronesia, Fed. Sts.",FSM,404641257.23049,413412270.997508,415673626.497691,422208494.211198,409203826.410055,417559224.975171,417220771.12018,409559824.677257,399695606.661959,404064676.304901,413194073.016509,426369074.916793,418409532.798078,403013033.57681,393720456.798226,411917759.611653,413911860.910285,417318542.893086,417318542.893086,434351952.80709,425835247.850088,437758634.78989,434351952.80709
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Moldova,MDA,16749805343.5638,17771543536.4017,19157723871.4159,20422133638.8404,21933371473.7063,23578374366.9967,24710136298.1111,25451440442.8635,27436652834.4172,25790453592.0488,27621575824.6951,29228644998.5535,29056273754.48,31684084103.3587,33268169763.8176,33155644962.7601,34696060989.7407,36144833893.6724,37617951104.982,38954258880.7035,35730412861.1096,40707659297.2633,38665973842.6322
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Mongolia,MNG,13895704125.9689,14306004046.7735,14983104137.6382,16032615830.299,17736146348.2644,19022667065.9545,20650291128.5059,22766536341.5375,24792841843.2819,24478320115.4333,26036404766.9935,30538301606.8939,34300565349.9306,38296209459.5173,41315951926.4775,42299203744.5578,42929370719.9824,45349246281.1623,48861491267.8209,51598831338.4922,49247084583.6546,50053145881.8599,52572175378.1041
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Montenegro,MNE,8891186523.54065,8988975234.6489,9160119636.09124,9387534191.60439,9803031216.04286,10212857181.0652,11087733219.9655,11842824497.7346,12698202411.1256,11962329264.8083,12289418952.0676,12686176823.6528,12340631910.0985,12778598457.6574,13006530137.0269,13447501115.2036,13844105619.2572,14497058053.5235,15233202542.3965,15852119182.1641,13425652140.7108,15176822278.3031,16149152765.743
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Morocco,MAR,146349746258.498,157650617839.043,163531297047.122,173622980434.355,181559946924.094,187355793839.854,201952346516.979,208901663617.481,220776760915.46,229046549271.15,237062164034.805,250159007579.871,257819736151.026,268447614492.459,275747360357.991,287727433233.845,289227026912.904,303855835390.371,313170965464.504,322224659036.024,299094704579.634,323485096796.555,328425372774.826
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Mozambique,MOZ,12907884958.8431,14566765289.3609,15975153770.2032,17128192582.1715,18533510246.4443,19703349820.5116,21656085291.2839,23312635904.3205,24916085861.7049,26393353584.6986,28156358172.2946,30165049214.0964,32576595027.0564,34717337919.7215,37391464636.448,40155850652.3135,42041967039.1484,43151121313.3742,44654908558.8374,45689926257.9767,45132727326.9761,46205728911.2947,48222355191.1601
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Myanmar,MMR,61592390964.0247,68579429990.3023,76826458556.7683,87462311090.3562,99326277631.595,112803810601.787,127554151235.72,142849724677.356,157499400196.051,174115601243.185,190890663421.522,201564281228.436,216344325709.865,234573500811.746,253737938743.438,271481427555.543,287396952715.713,305031940823.166,324153972904.228,345480419570.271,314220151769.163,276462287916.21,287624434643.666
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Namibia,NAM,14291633570.4646,14459981681.5562,15152421216.5895,15794852707.0093,17732809757.8007,18181319093.2527,19467315667.9268,20513497807.0674,21057066941.3334,21119389734.8215,22394842369.4677,23535039520.1135,24726308395.5825,26114621285.0003,27705659590.2928,28887077272.0263,28896839500.9711,28599997269.5411,28903139937.2016,28660598613.1225,26338688299.7304,27287889637.5942,28747700069.2523
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Nauru,NRU,91198071.8863471,85032063.3189774,76553287.6257332,76771186.7847279,73458581.9358325,73197327.315975,79293757.6243044,61702195.666839,74277663.1482088,70079539.5419044,69967428.4591351,80038983.2962404,100272294.410414,103929967.420312,120998734.798848,124263301.56465,129685208.313688,121889532.183435,120403550.06313,130621882.204322,133210572.12898,142810518.114461,147127160.639497
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Nepal,NPL,57458851963.8193,60216814884.4324,60289161279.1453,62667591457.103,65602066132.3285,67884480784.4944,70168532058.6778,72562373827.3123,76992044903.5975,80482154910.7944,84358509208.0955,87245096016.3483,91319565822.4515,94538720393.0513,100221899349.003,104206775456.958,104658109297.987,114053560138.83,122747151452.59,130918497364.891,127816225643.885,134000165871.651,141546136721.087
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Netherlands,NLD,901851319790.218,922806517352.984,925074645282.915,925979666603.094,944650287370.763,963864127043.504,997959617814.06,1036733407796.08,1058679145018.12,1019875479471.86,1033330903023.56,1051655427060.36,1041371530430.35,1041056698285.86,1057844883483.58,1080277597346.85,1106466613365.77,1137243492284.32,1162930870448.27,1189679345652.34,1143663103033.57,1215448900158.82,1276309277916.82
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,New Zealand,NZL,139117706875.414,143863666781.207,150645174405.333,157769136110.821,164219148040.706,169725812571.261,174443462630.96,179763832134.732,177535596317.766,177443362275.046,180006746853.705,184041314061.551,188254871791.745,193451044339.25,200713814455.58,208208540088.527,216012844641.47,223351411219.837,231167587222.956,236627678200.625,235622231915.545,246334202069.855,253169588566.537
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Nicaragua,NIC,24300691966.6206,25020197422.8784,25208834418.1214,25844281799.8747,27217174131.5482,28382721944.1284,29561513034.9478,31062001486.6788,32128910467.0293,31071454165.9172,32441595146.0455,34491085257.7517,36731618991.9594,38541060801.9546,40385825781.7352,42320888723.7139,44251971590.2237,46301959211.3635,44744505929.4856,43448245100.2465,42685314383.8243,47088770380.5984,48855675134.021
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Niger,NER,13702982730.2292,14698934000.6781,15421896744.4792,15756646036.5848,15813968963.6196,16973428426.8393,17980130949.052,18545196854.6987,19979002842.8915,20371110933.8849,22118578797.1182,22640081122.8604,25028370732.5504,26358661332.5341,28109439638.6581,29344188610.6478,31028807124.6903,32581910868.9213,34931528663.0687,37006409966.5338,38320374766.3561,38850574077.5224,43473792392.7583
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Nigeria,NGA,415887588481.34,440498504462.844,508023206248.535,545348661694.273,595796457196.355,634156910550.59,672583192155.543,716914027134.587,765409481340.348,826924868071.553,893125627695.567,940532059050.279,980317140517.95,1045717384877.57,1111699209792.44,1141189180195.95,1122737646691.27,1131785639153.58,1153547130626.18,1179022403184.64,1157867757369.25,1200097354375.41,1239120696928.78
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,North Macedonia,MKD,24541734969.6698,23788976978.0412,24144304713.3112,24680936430.0187,25834545507.8441,27054992337.8976,28444814101.7468,30286185404.2704,31943445890.6172,31828891947.8222,32897945129.1282,33667719556.3634,33514133067.9759,34494507814.2392,35746356107.9379,37124687392.0733,38182074666.4944,38595117941.0899,39706887638.5836,41259593530.894,39325158114.0477,41098989955.6584,42232863476.7236
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Norway,NOR,349322640593.788,356543595303.086,361455186563.459,364870610565.983,379518662375.674,389709204854.067,399301792231.118,410937606121.834,412917994748.006,404905879758.403,408092698957.561,412604800480.708,423819230890.593,428126043025.644,436894629506.982,445009247023.467,450192377571.42,461283975549.646,465107561486.537,470334337354.535,464322656561.548,482471574840.693,496972910134.792
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Oman,OMN,96045863748.2369,100476619353.446,99688716081.1158,97500882042.6817,99443601849.5056,102207580679.766,106980485428.893,112308813972.947,122360519029.637,129680084836.669,132885774673.996,136732299244.687,148851050089.595,156632542510.424,158656630134.339,166616525284.567,175024701514.049,175556877361.236,177816476803.564,175809572445.37,169867700237.038,174253981507.44,190942470253.831
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Pakistan,PAK,546988613138.786,566961082799.092,581672683569.946,613090633473.714,661103327854.397,709209003607.717,752127762869.498,785558445527.773,802215749225.919,830073097004.25,842538450143.46,865119465149.014,891311682885.811,930234061250.392,968526478209.654,1009378364242.3,1075733265592.48,1123416497011.63,1192525738990.65,1222310702240.68,1206737395064.25,1285342890384.16,1346757947320.27
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Palau,PLW,296109889.993433,315358221.281692,331177131.614959,320502288.369907,333127020.402906,344499870.299612,344073653.848603,350108760.401426,330873941.410076,306850493.083434,304101448.449845,319666198.912719,323673045.355535,313845487.47082,328815917.223178,355778822.435479,354213395.616763,342666038.919657,343042971.562469,343729057.505593,323107287.554329,278538230.273198,274865845.668777
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Panama,PAN,43870032876.1806,44286757893.8727,45397843441.2562,47711708102.9115,51612451959.8343,55883993112.8985,61392611712.2845,69467622068.2431,76551536001.0809,77785442697.077,82509658741.9483,92335632700.2548,101225055032.51,107626885734.7,112605505019.799,118536343727.279,123955786339.583,131075880415.449,136211693037.233,140438434341.262,115410577991.74,134415382039.559,148891469563.936
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Papua New Guinea,PNG,18420696761.327,18398354555.0898,18369119471.6234,18766646045.7447,19277319465.3375,20500426044.8566,21609487632.3151,23298309982.1166,23229240314.217,24808926562.9341,27321687295.6228,27624286901.8347,28910782980.6335,30016604912.6493,34081985030.4268,36324019447.6944,38318053067.3063,39672447116.0804,39561660901.0092,41334226882.2247,40024993336.1084,39820324154.1632,42093102651.4103
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Paraguay,PRY,51001502336.2935,50576121900.4462,50565296387.5397,52750094148.4421,54890386155.2572,56061467419.6403,58756407858.4406,61941958705.7666,65965889287.9627,65793627727.2318,73093582883.5383,76226645174.4397,75686927663.5318,81963702467.1489,86308793894.073,88861075890.0578,92653689564.6568,97110405095.2844,100222065581.47,99819318098.9236,99001013911.7809,102977624582.579,103158904710.376
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Peru,PER,204021437181.524,205282069984.498,216477187076.013,225493512003.322,236673938545.057,251549038356.395,270487911500.55,293529120670.695,320318256353.393,323828379591.387,350811246899.306,373007749457.116,395909398404.353,419080068044.432,429063214779.12,443017400751.14,460531290566.662,472131315936.481,490871866658.61,501870497646.821,446999457900.808,506697261408.824,520507296361.131
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Philippines,PHL,377459330110.852,388968938941.494,403424016589.514,423945837811.198,451795808663.307,474125839632.91,499332345525.613,531885276934.827,554992965268.913,563031056381.58,604326569015.637,627642895066.805,670931122437.425,716222537885.49,761688254921.529,810042584409.764,867956228661.943,928114173538.502,986970399935.754,1047358437124.12,947667774087.591,1001824458376.1,1077772591518.08
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Poland,POL,722692576084.64,731608757034.696,745518061604.729,771785430071.96,811075447738.613,837523180432.12,889467265148.102,949599235775.833,991227488772.314,1017149362252.05,1049382087931.35,1104531970738.23,1121230082682.34,1128901994206.53,1173160694244.78,1225152442780.32,1262288990122.21,1327327896809.84,1410230918709.19,1474825956077.2,1444804858707.04,1544889130357.82,1626080113897.62
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Portugal,PRT,362773213556.996,369824335489.929,372675403301.888,369207580090.798,375811727733.688,378750003299.768,384904822045.332,394552768237.007,395812366753.914,383454795443.735,390117799955.878,383433024158.742,367900525742.198,364279991805.271,366980732593.558,372814986001.065,380286724338.629,392892167422.74,404467880266.176,415573293036.565,381477033392.672,402682416685.112,430813173827.975
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Puerto Rico,PRI,142130022299.137,151103360827.666,152488161756.818,152569620635.003,165917443832.401,162620765875.556,160328765994.673,158464452377.222,155542155137.207,152505310994.331,151875076515.739,151330588224.709,151374890421.617,150910431905.648,149114049276.191,147549410420.248,145684836860.538,141481511164.76,135310898292.068,137577983403.616,131826020840.194,132333844622.722,137055662093.228
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Qatar,QAT,60104630484.4135,62447621173.4051,66932704046.7652,69422572978.4017,82764838505.8242,88966207963.7374,112248883151.4,132437582054.834,155830769006.366,174462770160.26,208644094493.085,236550610202.237,247739482080.929,261503988394.267,275453456556.599,288546711656.509,297388336577.507,292934634864.894,296552003240.609,298592995593.372,287970239241.125,292655073646.281,304902716905.281
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Romania,ROU,336333882206.896,353884404755.182,374066402810.571,382823848409.387,422745151981.749,442479521554.043,478005366389.568,512583355598.414,560291883143.585,529382226321.019,508705554059.811,531574865496.487,541694014833.68,543204105408.976,565562392323.083,583417400958.767,600102744953.75,649284034992.58,689026256322.049,716058574350.825,689747829734.841,727999241522.918,756866651234.461
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Russian Federation,RUS,2977274996668.97,3129117546629.81,3276185818148.97,3515345821616.73,3768448888207.49,4009628314978.11,4338420573560.6,4707185357846.14,4951957549655.98,4565705162222.7,4771161894486.5,4976323248445.34,5176574783436.95,5267445523731.65,5306227998547.25,5201551018654.91,5211625906529.59,5306779254504.82,5455753571577.36,5575675165814.43,5427716010814.12,5732443748434.11,5613798699492.73
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Rwanda,RWA,8343660713.27827,9051583641.19482,10245675219.4083,10471324690.8987,11251194123.1452,12306319763.1387,13441833211.9345,14467888423.3723,16082685232.9712,17087572820.2396,18340887582.2593,19800526706.8051,21511590837.5726,22526905350.0572,23916177031.8245,26034398295.9646,27588845896.7094,28669824038.2906,31111480206.2417,34050701578.4323,32901937327.9795,36474419075.9597,39449904828.4124
