Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Samoa,WSM,842763035.362161,905044311.359977,956197046.57004,1006040050.41237,1037099124.86678,1105954247.43541,1129534598.17587,1135023939.21941,1175386578.57245,1169019772.74135,1240618959.66172,1288371350.43944,1240287654.06685,1241618399.32878,1249812134.26353,1297934423.46107,1401559728.08268,1421269615.86017,1412604886.81586,1475492063.42995,1429627218.75839,1328426324.82859,1257936159.64539
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,San Marino,SMR,2067527199.28815,2182860956.09831,2189645294.73421,2274449527.68286,2377910691.88021,2435577570.2853,2528862226.52882,2708647200.37996,2695078523.10817,2416920639.03659,2284626035.6367,2094664553.83172,1947105188.50106,1931840426.5703,1918271749.29852,1962229053.1144,2008231666.03311,2013418234.91034,2043496796.99874,2085709006.82046,1947052932.12809,2217650250.23726,2392810056.98825
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Sao Tome and Principe,STP,554885573.546583,571889947.383692,591106525.73093,640118238.348323,662765019.548713,706604438.568351,769252760.83048,797264883.584242,846924799.618182,874893641.37586,887566084.071738,905312365.29496,931955190.132987,979668288.954311,1027732877.28136,1043556924.4073,1097580036.89126,1142723280.59177,1192753169.44633,1216778995.98225,1248717734.99679,1272434617.36875,1274581195.38269
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Saudi Arabia,SAU,834591055818.212,837466917745.173,831701728798.345,904631628356.946,982710175129.544,1041131253715.51,1075629314140.83,1099439629089.24,1168022893555.14,1155563476547.97,1213798015240.47,1347240076269.94,1420111161359.37,1456107830506.85,1511606256226.54,1579765475122.45,1609536040741.88,1624199697202.14,1676161528880.25,1694561319679.59,1633870015239.06,1716790721486.04,1845309405211.69
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Senegal,SEN,30834698201.8069,32163936241.3328,32186031763.8327,33986502591.7025,35564595805.8847,37097514716.067,37962172824.5955,39035408701.7631,40480955880.7791,41595034082.963,43005475623.6144,43579207837.654,45323681588.5148,46417063409.7225,49306095988.2355,52445436642.2476,55778904558.0186,59910719208.024,63630720168.7878,66566404953.1348,67459775215.4187,71874343647.3324,74624158025.0923
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Serbia,SRB,84411330657.5582,90133168819.8513,96028822833.5295,100407438996.918,107121551617.021,113445470256.518,117870596709.991,127102306314.364,133661920055.16,129461446567.795,131547035079.118,131618428915.559,131034100964.458,131625823136.629,129250937570.799,130925691745.893,134820990036.034,138007340937.995,144423785733.698,151284215869.41,149846979522.766,161758400595.651,166014242187.497
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Seychelles,SYC,1674030661.68622,1636010698.60561,1655852774.64824,1558370594.23847,1513949957.66088,1650292683.67165,1805521335.06998,1965780608.6428,1912194485.63125,1864783995.48965,1948794976.80544,2134121157.07031,2200506804.93759,2228095328.10173,2318638255.5212,2525321875.39859,2831328441.68385,3028223613.59189,3177801892.96287,3353035170.8655,2959393508.28619,2975737695.0276,3421409505.65097
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Sierra Leone,SLE,7906491146.79766,7404788277.11448,9368844307.93168,10257350976.561,10921908951.7022,11397394252.441,11885557236.0937,12833616474.3863,13531238139.6431,13965513967.2618,14892473903.5977,15787486423.7853,18187460368.6365,22021197715.7482,23025199950.5473,18307089165.4418,19468990292.3836,20199817875.7132,20901337879.9792,22051477758.7466,21775095775.6546,23059141099.8544,24284401155.7586
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Singapore,SGP,273974978881.985,271041082886.065,281675002394.523,294486300975.836,323758188300.615,347607260222.98,378915433023.903,413099362750.744,420797401026.747,421335825536.003,482512732846.182,512500581547.636,535232532510.318,561018060871.555,583097152618.905,600454784671.71,622002967448.121,650073503063.02,672937330452.777,681988732836.322,655597140120.973,719129530581.864,746730274150.63
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,1707402664.34984,1762039424.83535,1843093298.53652,1868722332.27754,1893141506.94385,1923060378.63178,1925095229.39475,1943725499.47426,1797261623.53916,1674023699.68631,1857580414.01304,1610210354.93476,1683919292.28275,1848943401.64251
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Slovak Republic,SVK,99015516609.6259,101911877938.515,106413584357.758,111581770996.296,117595469413.239,125221455658.852,136398330794.484,151154763072.479,159261762803.077,150493863781.536,160713273217.507,164831429599.284,167417916849.046,168595406627.032,173160886992.069,182125217470.737,185672687107.454,191010279733.18,198769347214.691,203293137161.228,198036967629.059,209378522070.375,210320042584.157
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Slovenia,SVN,60262401721.608,61967036229.4563,64001155914.741,66046012756.8033,69048477406.7584,71709693269.4666,75946864323.0797,81368886977.3575,84112839535.048,77728180910.454,78592625092.7572,79107752525.3327,76801335462.7294,76168663542.4613,78273075480.9873,80146391825.2992,82578365122.5953,86851303796.1969,90654593360.956,93832265007.2237,89999218714.781,97549838456.5333,100182940332.822
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Solomon Islands,SLB,1002878229.83004,923083159.418185,897236988.94339,955767946.487998,1029202464.79558,1104929555.33154,1150654637.6504,1192534697.25551,1266781544.30543,1303065561.4633,1429572224.27046,1535788720.26894,1573661291.41184,1656085581.13465,1675780040.19895,1703868562.93411,1798513887.29169,1853824448.77016,1904730383.29017,1938035861.72613,1872508009.84399,1920525664.39123,1966665936.95617
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Somalia,SOM,6210061467.25818,6651616356.51113,7159152463.8356,7705414932.76854,8253294153.47997,8840129308.82295,9413532869.04819,10043707887.9342,10716069040.3378,11433440414.4894,12198835153.0363,13015468109.0063,13886769348.9841,15408660874.7156,16792051358.0506,18548867409.3484,19853756669.6542,22779365581.8335,23247325473.0059,23903902793.4424,23245952401.4053,24049850419.8053,24705717328.7295
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,South Africa,ZAF,528071655958.271,542329590670.153,562397816028.991,578983352051.495,605353495673.497,637298314260.286,673011278357.64,709087873314.102,731715178544.19,720460746881.984,742360829101.668,765882949761.949,784235285032.714,803727202151.735,815090509939.588,825864883586.076,831353187729.737,840979816625.89,854072054569.475,856292091691.459,803468137157.738,843280245239.583,859399378136.802
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Spain,ESP,1613686228082.13,1676928024163.28,1723135040591.95,1773782970731.35,1829027999245.42,1893980908237.93,1970562799099.43,2040192638007.95,2055844297669.42,1978377348784.27,1980239443377.38,1967567481442.18,1911194436507.63,1883915534186.55,1912560204681.27,1990226725096.8,2048244939445.95,2107562974810.49,2158047774432.92,2200370944084.91,1959648808037.81,2090614963398.66,2219800589424.89
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Sri Lanka,LKA,124027585836.052,122110853436.559,126952152751.664,134493452225.455,141816703115.177,150668544407.599,162222248195.881,173248212331.972,183556633674.909,190052541508.439,205287091222.38,223084420720.924,242341472548.613,252160534266.898,268243279918.649,279525472839.37,293651641715.849,312623538333.299,319845405460.137,319140197880.753,304381511441.83,317188291991.223,293885130353.623
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,St. Kitts and Nevis,KNA,898235603.278653,945423960.053073,958354666.054089,920658792.87579,957451509.806426,1050638548.57386,1083737667.88475,1090246621.53169,1213630222.28994,1172309266.79344,1171673943.08819,1190615309.63399,1181832893.70845,1249519782.97291,1344195472.38305,1353526010.72097,1406756171.35906,1409864274.58378,1438111264.81239,1478828039.92253,1251762101.93263,1257766533.81364,1390119410.41074
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,St. Lucia,LCA,2984950759.66823,2883221728.5477,2895228919.65176,3018699184.74524,3238080397.05444,3224794400.14425,3424578710.35218,3482509519.90936,3654870127.6506,3551477523.11831,3563198057.60416,3717375599.59701,3713332725.07845,3638879498.86311,3694222283.8641,3697950793.81793,3824720132.24821,3954048252.01935,4068169899.82193,4039657764.88086,3055550461.18423,3409978230.91317,4105162567.207
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,St. Vincent and the Grenadines,VCT,1123001138.07256,1142633792.32654,1203674741.50728,1284216670.67502,1337058318.6698,1370331781.59086,1466212885.9701,1514934679.75501,1521064723.69353,1500101506.93446,1433039950.07333,1424351763.44961,1441004033.45577,1476488529.69972,1494948392.05409,1536555215.57733,1600259745.06891,1623444798.47378,1674999097.25515,1686083025.96307,1623037920.07817,1635272332.5254,1752355098.43383
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Sudan,SDN,121039060983.618,128907036334.483,136649800780.219,145243444604.311,152710248170.58,161328474716.694,171865501665.239,181722459503.926,188712858640.32,183489844612.545,190569326775.598,184445320301.139,153080968306.52,156073922642.547,163349120543.47,166469377694.971,172241940059.519,173463576844.394,168813138819.997,165135964859.046,159141858245.694,156168260027.791,154672454523.183
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Suriname,SUR,7731234807.85108,8055946702.3166,8281513265.44721,8803248554.22591,9551524697.603,9981343329.13633,10559616805.2417,11099370327.6172,11559262393.8227,11907623766.9886,12523108019.2929,13255630651.2693,13612253476.9177,14011560990.1665,14047360953.2772,13567918528.4332,12901508432.171,13103550934.2593,13751950156.2068,13912516519.7278,11689965333.3394,11405269573.3629,11679705719.6006
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Sweden,SWE,427413245331.271,433229343413.141,443096883178.771,451431287943.743,470298995838.234,483435278539.177,506040705921.432,522360069915.909,517538043534.4,495513830445.207,524009521900.768,540588714087.993,538348159176.121,544473034999.59,556972849885.395,581536136091.317,595200727972.952,606064069860.56,617597254493.069,633343809629.539,620643128688.704,657493867662.793,667088600111.591
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Switzerland,CHE,488435638286.753,496131732874.668,495768479686.847,495607858252.274,508997741402.525,522993647131.466,544298465132.407,565615238597.41,581497621915.552,568138443071.45,586565430195.991,597200496062.531,604243005804.543,615071910923.359,629525370586.463,639878719127.772,653115824072.338,662016483630.238,680953106295.906,688729470411.703,673978695091.761,710318871754.097,728562191493.429
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Syrian Arab Republic,SYR,129907464111.245,131267968227.313,136459395744.727,146290524284.523,156388899832.974,166108591683.508,174490756054.935,184392394149.406,192647038185.698,204036413523.41,214629791994.395,220746747169.405,162604223734.974,119839170351.364,107483344543.95,102990764723.08,96393597835.5808,95696400507.7878,97029619867.4644,98214065502.817,97529361721.3717,99337766654.2033,100065695233.932
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Tajikistan,TJK,8580129343.23434,9402177479.50698,10417613000.7372,11563550334.7739,12754595896.799,13609153632.677,14561794823.9665,15697614837.5239,16937726138.3628,17598297652.2489,18742186838.7707,20129108777.2117,21638791827.4526,23240062367.9387,24797146706.9848,26289762181.4162,28103755771.934,30099122549.3957,32386655528.9152,34783268090.8793,36313732274.8975,39727222945.4623,42905400915.5615
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Tanzania,TZA,61247990089.9863,64966238148.1991,69574420093.5316,74216974922.1865,79786079165.5657,85751141168.8186,91352595553.1122,97535828141.9214,103082121917,108513627413.436,115389618835.616,124242489748.378,129833592573.948,138638368792.753,147972144106.593,157088158594.028,167875584975.536,179227797329.556,189028119923.261,199991750878.748,203975515772.129,212790081675.953,222506089071.156
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Thailand,THA,732283861830.079,757505541489.236,804084830332.067,861892445150.448,916099809929.404,954462757616.569,1001878662453.93,1056332287513.13,1074561401636.81,1067140284679.84,1147318701798.71,1156957694307.39,1240753782255.18,1274098985103.59,1286642092903.63,1326966064022.24,1372549441171.44,1429890178831.45,1490272586336.65,1521785261496.89,1429716667768.12,1452137223843.39,1487900014174.25
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Timor-Leste,TLS,2819325434.96141,3280324076.21611,3060422571.44359,2993636067.36816,3005610730.81884,3095315576.69065,2967909518.52397,3272576959.57023,3645480716.91506,4015385983.59008,4390082199.11083,4651666990.33897,4877766933.3107,5029190712.1361,5254121189.57333,5384425517.85446,5546492990.5254,5369980553.14736,5344929477.30297,6639091051.97847,8745391928.50741,9214418371.67959,7317700007.13367
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Togo,TGO,10777933347.5519,10866683027.4124,11282509973.4834,12040713984.5592,11922875690.9781,11366518616.039,11667746374.4709,11530636307.5087,11995971886.9541,12650211079.8735,13390799053.0381,14170579058.3912,15063707495.7898,15941057864.5667,16839055947.4004,17759820796.0042,18508378702.9471,19250219185.927,20173278798.0617,21166394368.2918,21588061755.9783,22881375789.0174,24199238355.6525
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Tonga,TON,596375227.683597,605276026.337176,632085088.382834,632412529.536012,619966978.980753,615889742.902154,602551626.363855,587702899.563664,616281995.656515,584671749.162601,589491764.044487,629009531.618783,634794959.395833,637295504.827885,649981127.755286,657220253.936364,700588275.495443,723023329.503351,727994480.618006,726477067.212441,739433022.393754,742114221.11341,724972421.363715
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Trinidad and Tobago,TTO,26122679066.8793,27211609208.485,29371315632.5651,33612824250.5227,36285061092.6402,38537977995.436,43628096714.3221,45702267920.6443,47252368687.2294,45177172591.4741,46678511554.437,46541111297.6005,50006944497.6687,51773083449.2087,53768229363.594,53350202913.2682,49334459824.8102,46965997052.3523,46683043432.2707,46851696386.3622,42598557065.8992,42156628469.72,42781488704.4562
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Tunisia,TUN,88702420396.6336,92069805245.6814,93287481036.3743,97674231108.8385,103764991750.33,107382805445.44,113014066965.906,120596769493.159,125707397050.222,129533238981.267,133381843467.636,130652005448.976,136161178663.498,139469801305.421,143779875669.535,145171237995.384,146793419079.1,150078418990.446,154017872597.193,156463440234.814,142363058072.861,149105829130.527,153091902425.379
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Turkiye,TUR,973418965937.834,917447311592.274,976601764169.729,1032885336288.37,1134066126804.58,1236044811105.74,1321925057315.52,1388596452430.66,1399913854737.88,1332393854314.25,1444676074407.38,1606481392312.21,1683407636687.94,1826258528042.89,1916470497438.36,2033077893882.39,2100638784319.63,2258228653175.93,2326272930362.41,2345313812228.74,2388933671520.26,2662213247040.57,2809524896942.33
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Turkmenistan,TKM,23429071266.5706,24446793974.6902,24509666221.1008,25310845190.3874,26576490575.824,30040479624.705,33336914076.3533,37023743238.2639,42466233494.2887,45056673786.2155,49201887769.1652,56434565235.7443,62698801955.2154,69094079818.2233,76210770019.1493,81164470001.4359,86196667114.2781,91799450517.0719,97491016395.3094,103632950469.421,109747294597.405,116551626881.618,123777827673.938
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,852697053.83282,844406285.875468,853448838.691298,927795298.201294,1032773797.29242,1107662090.0044,1079970537.75429,1140563295.4498,1201137759.4815,879437839.658136,958811479.639579,1018257786.4443
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Tuvalu,TUV,35521772.228235,35521772.228235,38904798.1547335,37213285.1914843,36367528.7098596,34676015.7466103,35521772.228235,38059041.6731089,40596311.1179828,38059041.6731089,37213285.1914843,39750554.6363582,38904798.1547335,40596311.1179828,40596311.1179828,44825093.526106,47362362.97098,48521979.6829355,49195117.2666606,55994914.8032745,53601170.2333323,54568208.1944219,54937803.7768919
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Uganda,UGA,35688342775.5911,37538305526.1714,40816407789.0528,43458559445.72,46416884994.9654,49356264462.1979,54679211422.7984,59279059602.2664,64441525832.5968,68824527391.806,72704586957.4991,79532751291.9507,82584785315.0513,85547023791.0966,89915317733.6013,94579998410.3165,99101868411.0026,102205149786.109,108648084530.548,115643657676.452,119056656372.302,123267190675.87,128922716406.488
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Ukraine,UKR,513608316297.111,558805848150.117,588644109014.484,644663072358.952,720703354362.258,742837814820.854,799081191369.321,864732459094.674,884132659144.793,750306202910.184,781008765496.746,823536885932.544,824791255870.238,825166033548.36,741998415570.006,669483005310.266,685824964591.911,702010243652.423,726498904629.557,749743265142.841,721606765394.667,746470597165.433,531796221852.748
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,United Arab Emirates,ARE,323320685681.595,327844217016.708,335822164444.83,365376331087.755,400329826290.311,419766404604.539,461060168109.328,475742122795.353,490927032438.189,465188111522.565,472644379393.479,502024529760.633,511183870860.687,537027076395.004,559397969508.738,597363039191.564,630585329389.798,635220564855.955,643566816035.176,650699776863.479,618444247719.99,645375981370.255,693841762289.867
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,United Kingdom,GBR,2641898072740.92,2709868308178.23,2758528350313.68,2845486723272.1,2915426066966.72,2995094771123.54,3066398813378.89,3146888103155.98,3139058730580.08,2994016835644.82,3060882666519.57,3095726602294.81,3142441066399.63,3199002538578.3,3301199067313.21,3374581040061.8,3439430703986.74,3530799348932.92,3580413797699.39,3638576730449.44,3263915436355.67,3543827221753.57,3715316038481.89
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,United States,USA,15529830421656.1,15678223906470.6,15944823845281,16390578291949.3,17021250323630.5,17614194078716.5,18104668294995.9,18467460192997.4,18488436872853.9,18012082253512,18497542558601.3,18786919382280.5,19216973268992.8,19623956113038.4,20119229405792.3,20711851459007.1,21088693545824.5,21606973981864.9,22247945960330.3,22822794023500,22329130338514.2,23681171000000,24276130895651.5
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Uruguay,URY,61447071522.0626,59084966236.5068,54516512383.8832,54955525089.6168,57705587689.3878,62010500777.5518,64552049119.8041,68774728413.6769,73710102417.2944,76837986334.2239,82833969175.2453,87109968853.6575,90192075235.1316,94374767564.4794,97431369259.2411,97792587543.0089,99445084893.0124,101175803767.725,101342518889.64,102283333210.989,94734678136.4358,100003719372.588,104711152067.69
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Uzbekistan,UZB,84539976877.2926,88060084771.0411,91559141841.5982,95434499149.4921,102543415569.086,109670190329.845,117842175154.986,129005370659.47,140653473297.985,151977390655.793,163523368286.661,175828730509.989,188316869190.095,202057504405.08,215946610815.457,231535307548.99,245270331147.858,256050635796.195,270284991806.051,288610108824.551,293122074101.851,316673503929.411,335678164943.493
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Vanuatu,VUT,622582260.4874,601429514.623078,570165291.340096,594615889.75332,618325560.941901,651129750.613356,706219868.963293,726529991.709394,767222877.125579,790525764.739846,800477434.325739,825610848.024418,833949911.297853,837814355.253835,864095479.751471,867262580.437201,907926409.883792,965282893.86205,993278320.565723,1025472334.87571,974275716.451346,959152084.277748,977529985.045857
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Viet Nam,VNM,335560036797.161,356340911874.838,378864583034.311,405002691161.065,435525356944.074,468395534555.077,501079963291.044,536804481752.599,567197123348.626,597813842917.616,636212889630.382,677014296785.697,714280851405.542,753948515703.971,802368922391.051,858431677101.791,915860832928.699,979423318291.117,1052537336148.14,1129996323741.92,1162375387665.02,1192059299524.62,1288896409184.75
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Virgin Islands (U.S.),VIR,..,..,5891955133.95725,5868618225.98452,6061454781.33813,6272715211.40706,6492573449.67647,6752964212.31957,6835257519.3813,6384486718.0133,6422562725.75828,5895639908.90031,5022348247.39445,4706685860.60542,4623164295.22933,4603512162.19966,4677207661.06091,4642816428.259,4730022768.57815,4867587699.78582,4788979167.66715,4964620106.61981,4899522415.95903
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,West Bank and Gaza,PSE,13210732057.9429,11980670076.5981,10484478209.7301,11953945736.6292,14574786910.5204,16220375261.2422,16058730121.5694,16667080027.2496,17905307779.1404,19443998769.9867,20567348977.1502,22541980763.7387,23916242829.4988,25039964208.0507,25000434455.1801,25930775540.3463,28229439949.0572,28630119462.896,28981433182.0701,29376359539.3877,26051406241.5946,27878126229.8832,29016323292.585
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Zambia,ZMB,22244804500.7749,23427531453.9309,24483179366.7729,26183529803.8137,28024859074.7115,30052625499.5098,32427893191.6314,35136412295.8885,37867880381.0486,41359430886.098,45618717444.334,48159338865.8523,51818187350.1798,54438911322.4803,56993883582.1163,58658318773.7131,60860997487.8084,63006872740.5941,65548881175.7971,66493641150.1842,64641756629.1277,68672119764.9363,72250777479.1933
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Zimbabwe,ZWE,48412817547.8083,49109775922.7513,44741940846.8478,37138014565.3196,34981210248.5481,32983404049.7055,31841685105.7478,30678404278.9502,25257853491.9698,28293736340.7949,34363325896.7411,39387315362.624,45588799751.7141,47046150994.3269,47744571157.6702,48710754169.9586,49149616338.2354,51155050392.3099,53717850269.8957,50316196190.5441,46383003966.9753,50310724580.5111,53399432413.1043
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,OECD members,OED,48482197655206.8,49159022481793.9,49927245791452,50940848667925.5,52634180812478.9,54141149909855.5,55887570996380.6,57411934310896.4,57678274312247.6,55668949176389.8,57358450887013.1,58556814716502.2,59318407318663.8,60266910603906.7,61599369130217.5,63183007840757.9,64370398677343.4,66088765244291.9,67645771433501.8,68875216243316.6,66062403480746.4,70088733180928.9,72315888598942.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,
